County,PD,Year,Sworn Full Time,Sworn Part Time,Sworn Total,Civilian Full Time,Civilian Part Time,Civilian Total,Full Time Total,Part Time Total,Grand Total
Franklin,Franklin County Sheriff,2013,48,9,57,7,4,11,55,13,68
Franklin,Franklin County Sheriff,2014,8,0,8,9,4,13,17,4,21
Franklin,Franklin County Sheriff,2015,6,0,6,10,4,14,16,4,20
Franklin,Franklin County Sheriff,2016,8,0,8,10,6,16,18,6,24
Franklin,Franklin County Sheriff,2017,4,0,4,2,0,2,6,0,6
Franklin,Tupper Lake Vg PD,2007,9,0,9,0,7,7,9,7,16
Franklin,Tupper Lake Vg PD,2008,10,0,10,0,8,8,10,8,18
Franklin,Tupper Lake Vg PD,2009,0,0,0,0,0,0,0,0,0
Franklin,Tupper Lake Vg PD,2010,9,0,9,0,8,8,9,8,17
Franklin,Tupper Lake Vg PD,2011,8,0,8,0,7,7,8,7,15
Franklin,Tupper Lake Vg PD,2012,9,1,10,0,8,8,9,9,18
Franklin,Tupper Lake Vg PD,2013,9,1,10,0,7,7,9,8,17
Franklin,Tupper Lake Vg PD,2014,9,1,10,0,5,5,9,6,15
Franklin,Tupper Lake Vg PD,2015,9,2,11,0,5,5,9,7,16
Franklin,Tupper Lake Vg PD,2016,9,3,12,0,2,2,9,5,14
Franklin,Tupper Lake Vg PD,2017,8,3,11,0,1,1,8,4,12
Franklin,Saranac Lake Vg PD,2007,12,0,12,1,1,2,13,1,14
Franklin,Saranac Lake Vg PD,2008,11,0,11,0,1,1,11,1,12
Franklin,Saranac Lake Vg PD,2009,13,0,13,0,1,1,13,1,14
Franklin,Saranac Lake Vg PD,2010,12,0,12,0,1,1,12,1,13
Franklin,Saranac Lake Vg PD,2011,11,0,11,0,0,0,11,0,11
Franklin,Saranac Lake Vg PD,2012,12,0,12,0,2,2,12,2,14
Franklin,Saranac Lake Vg PD,2013,12,0,12,0,1,1,12,1,13
Franklin,Saranac Lake Vg PD,2014,9,1,10,0,1,1,9,2,11
Franklin,Saranac Lake Vg PD,2015,10,2,12,0,0,0,10,2,12
Franklin,Saranac Lake Vg PD,2016,12,2,14,0,0,0,12,2,14
Franklin,Saranac Lake Vg PD,2017,12,2,14,0,0,0,12,2,14
Franklin,Malone Vg PD,2007,14,0,14,0,9,9,14,9,23
Franklin,Malone Vg PD,2008,15,0,15,0,9,9,15,9,24
Franklin,Malone Vg PD,2009,13,0,13,0,7,7,13,7,20
Franklin,Malone Vg PD,2010,14,0,14,0,5,5,14,5,19
Franklin,Malone Vg PD,2011,14,0,14,0,3,3,14,3,17
Franklin,Malone Vg PD,2012,14,0,14,0,3,3,14,3,17
Franklin,Malone Vg PD,2013,14,0,14,0,4,4,14,4,18
Franklin,Malone Vg PD,2014,13,0,13,0,4,4,13,4,17
Franklin,Malone Vg PD,2015,14,0,14,0,10,10,14,10,24
Franklin,Malone Vg PD,2016,13,0,13,0,10,10,13,10,23
Franklin,Malone Vg PD,2017,13,0,13,0,0,0,13,0,13
Fulton,Fulton County Sheriff,2007,32,14,46,18,4,22,50,18,68
Fulton,Fulton County Sheriff,2008,30,14,44,17,8,25,47,22,69
Fulton,Fulton County Sheriff,2009,27,13,40,17,8,25,44,21,65
Fulton,Fulton County Sheriff,2010,27,13,40,16,5,21,43,18,61
Fulton,Fulton County Sheriff,2011,24,10,34,16,3,19,40,13,53
Fulton,Fulton County Sheriff,2012,24,9,33,16,3,19,40,12,52
Fulton,Fulton County Sheriff,2013,24,10,34,14,2,16,38,12,50
Fulton,Fulton County Sheriff,2014,24,6,30,17,1,18,41,7,48
Fulton,Fulton County Sheriff,2015,24,5,29,17,2,19,41,7,48
Fulton,Fulton County Sheriff,2016,25,10,35,15,7,22,40,17,57
Fulton,Fulton County Sheriff,2017,28,7,35,17,8,25,45,15,60
Fulton,Gloversville City PD,2007,32,0,32,2,7,9,34,7,41
Fulton,Gloversville City PD,2008,33,0,33,2,7,9,35,7,42
Fulton,Gloversville City PD,2009,30,0,30,2,7,9,32,7,39
Fulton,Gloversville City PD,2010,30,0,30,2,7,9,32,7,39
Fulton,Gloversville City PD,2011,30,0,30,2,9,11,32,9,41
Fulton,Gloversville City PD,2012,29,0,29,2,8,10,31,8,39
Fulton,Gloversville City PD,2013,29,0,29,2,6,8,31,6,37
Fulton,Gloversville City PD,2014,31,0,31,2,9,11,33,9,42
Fulton,Gloversville City PD,2015,31,0,31,2,8,10,33,8,41
Fulton,Gloversville City PD,2016,28,0,28,2,6,8,30,6,36
Fulton,Gloversville City PD,2017,34,0,34,3,3,6,37,3,40
Fulton,Johnstown City PD,2007,25,0,25,1,0,1,26,0,26
Fulton,Johnstown City PD,2008,25,0,25,1,0,1,26,0,26
Fulton,Johnstown City PD,2009,25,0,25,1,0,1,26,0,26
Fulton,Johnstown City PD,2010,25,0,25,2,0,2,27,0,27
Fulton,Johnstown City PD,2011,24,0,24,1,1,2,25,1,26
Fulton,Johnstown City PD,2012,24,0,24,1,1,2,25,1,26
Fulton,Johnstown City PD,2013,24,0,24,1,1,2,25,1,26
Fulton,Johnstown City PD,2014,24,0,24,1,1,2,25,1,26
Fulton,Johnstown City PD,2015,23,0,23,1,1,2,24,1,25
Fulton,Johnstown City PD,2016,21,0,21,2,0,2,23,0,23
Fulton,Johnstown City PD,2017,22,0,22,2,0,2,24,0,24
Fulton,Northville Vg PD,2007,0,8,8,0,0,0,0,8,8
Fulton,Northville Vg PD,2008,0,9,9,0,0,0,0,9,9
Fulton,Northville Vg PD,2009,0,8,8,0,0,0,0,8,8
Fulton,Northville Vg PD,2010,0,9,9,0,0,0,0,9,9
Fulton,Northville Vg PD,2011,0,9,9,0,0,0,0,9,9
Fulton,Northville Vg PD,2012,0,10,10,0,0,0,0,10,10
Fulton,Northville Vg PD,2013,0,11,11,0,0,0,0,11,11
Fulton,Northville Vg PD,2014,0,10,10,0,0,0,0,10,10
Fulton,Northville Vg PD,2015,0,6,6,0,0,0,0,6,6
Fulton,Northville Vg PD,2016,0,7,7,0,0,0,0,7,7
Fulton,Northville Vg PD,2017,0,7,7,0,0,0,0,7,7
Genesee,Genesee County Sheriff,2007,48,0,48,26,4,30,74,4,78
Genesee,Genesee County Sheriff,2008,41,0,41,27,5,32,68,5,73
Genesee,Genesee County Sheriff,2009,49,0,49,27,5,32,76,5,81
Genesee,Genesee County Sheriff,2010,49,0,49,30,8,38,79,8,87
Genesee,Genesee County Sheriff,2011,49,0,49,30,8,38,79,8,87
Genesee,Genesee County Sheriff,2012,48,0,48,28,7,35,76,7,83
Genesee,Genesee County Sheriff,2013,48,0,48,29,5,34,77,5,82
Genesee,Genesee County Sheriff,2014,48,0,48,28,5,33,76,5,81
Genesee,Genesee County Sheriff,2015,47,0,47,28,6,34,75,6,81
Genesee,Genesee County Sheriff,2016,50,0,50,28,7,35,78,7,85
Genesee,Genesee County Sheriff,2017,49,0,49,27,8,35,76,8,84
Genesee,Batavia City PD,2007,31,0,31,6,5,11,37,5,42
Genesee,Batavia City PD,2008,29,0,29,4,4,8,33,4,37
Genesee,Batavia City PD,2009,30,0,30,2,3,5,32,3,35
Genesee,Batavia City PD,2010,31,0,31,2,3,5,33,3,36
Genesee,Batavia City PD,2011,29,0,29,2,2,4,31,2,33
Genesee,Batavia City PD,2012,28,0,28,2,3,5,30,3,33
Genesee,Batavia City PD,2013,30,0,30,3,2,5,33,2,35
Genesee,Batavia City PD,2014,31,0,31,3,2,5,34,2,36
Genesee,Batavia City PD,2015,28,0,28,3,2,5,31,2,33
Genesee,Batavia City PD,2016,30,0,30,3,2,5,33,2,35
Genesee,Batavia City PD,2017,28,0,28,3,2,5,31,2,33
Genesee,LeRoy Vg PD,2007,9,1,10,3,9,12,12,10,22
Genesee,LeRoy Vg PD,2008,9,1,10,3,9,12,12,10,22
Genesee,LeRoy Vg PD,2009,9,2,11,1,7,8,10,9,19
Genesee,LeRoy Vg PD,2010,8,4,12,0,3,3,8,7,15
Genesee,LeRoy Vg PD,2011,8,3,11,0,0,0,8,3,11
Genesee,LeRoy Vg PD,2012,7,5,12,0,3,3,7,8,15
Genesee,LeRoy Vg PD,2013,7,5,12,0,3,3,7,8,15
Genesee,LeRoy Vg PD,2014,8,5,13,0,3,3,8,8,16
Genesee,LeRoy Vg PD,2015,7,6,13,0,3,3,7,9,16
Genesee,LeRoy Vg PD,2016,7,6,13,0,3,3,7,9,16
Genesee,LeRoy Vg PD,2017,7,8,15,0,5,5,7,13,20
Greene,Greene County Sheriff,2007,26,6,32,4,3,7,30,9,39
Greene,Greene County Sheriff,2008,29,4,33,3,1,4,32,5,37
Greene,Greene County Sheriff,2009,29,6,35,4,3,7,33,9,42
Greene,Greene County Sheriff,2010,29,5,34,2,0,2,31,5,36
Greene,Greene County Sheriff,2011,29,4,33,4,3,7,33,7,40
Greene,Greene County Sheriff,2012,0,0,0,0,0,0,0,0,0
Greene,Greene County Sheriff,2013,0,0,0,0,0,0,0,0,0
Greene,Greene County Sheriff,2014,28,11,39,4,6,10,32,17,49
Greene,Greene County Sheriff,2015,28,20,48,2,0,2,30,20,50
Greene,Greene County Sheriff,2016,28,17,45,4,5,9,32,22,54
Greene,Greene County Sheriff,2017,25,13,38,2,7,9,27,20,47
Greene,Athens Vg PD,2007,0,17,17,0,0,0,0,17,17
Greene,Athens Vg PD,2008,0,13,13,0,0,0,0,13,13
Greene,Athens Vg PD,2009,0,13,13,0,0,0,0,13,13
Greene,Athens Vg PD,2010,0,15,15,0,0,0,0,15,15
Greene,Athens Vg PD,2011,0,15,15,0,0,0,0,15,15
Greene,Athens Vg PD,2012,0,0,0,0,0,0,0,0,0
Greene,Athens Vg PD,2013,0,14,14,0,0,0,0,14,14
Greene,Athens Vg PD,2014,0,11,11,0,0,0,0,11,11
Greene,Athens Vg PD,2015,0,13,13,0,0,0,0,13,13
Greene,Athens Vg PD,2016,0,10,10,0,0,0,0,10,10
Greene,Athens Vg PD,2017,0,11,11,0,0,0,0,11,11
Greene,Catskill Vg PD,2007,15,4,19,1,7,8,16,11,27
Greene,Catskill Vg PD,2008,15,5,20,1,8,9,16,13,29
Greene,Catskill Vg PD,2009,15,6,21,1,10,11,16,16,32
Greene,Catskill Vg PD,2010,15,7,22,1,10,11,16,17,33
Greene,Catskill Vg PD,2011,15,6,21,1,7,8,16,13,29
Greene,Catskill Vg PD,2012,15,2,17,1,7,8,16,9,25
Greene,Catskill Vg PD,2013,18,3,21,1,9,10,19,12,31
Greene,Catskill Vg PD,2014,15,3,18,1,9,10,16,12,28
Greene,Catskill Vg PD,2015,15,3,18,1,8,9,16,11,27
Greene,Catskill Vg PD,2016,13,6,19,1,5,6,14,11,25
Greene,Catskill Vg PD,2017,0,0,0,0,0,0,0,0,0
Greene,Coxsackie Vg PD,2007,1,15,16,0,0,0,1,15,16
Greene,Coxsackie Vg PD,2008,0,18,18,0,2,2,0,20,20
Greene,Coxsackie Vg PD,2009,0,19,19,0,2,2,0,21,21
Greene,Coxsackie Vg PD,2010,0,21,21,0,1,1,0,22,22
Greene,Coxsackie Vg PD,2011,0,15,15,0,0,0,0,15,15
Greene,Coxsackie Vg PD,2012,0,17,17,0,0,0,0,17,17
Greene,Coxsackie Vg PD,2013,0,20,20,0,0,0,0,20,20
Greene,Coxsackie Vg PD,2014,0,19,19,0,0,0,0,19,19
Greene,Coxsackie Vg PD,2015,0,18,18,0,0,0,0,18,18
Greene,Coxsackie Vg PD,2016,0,19,19,0,0,0,0,19,19
Greene,Coxsackie Vg PD,2017,0,0,0,0,0,0,0,0,0
Greene,Windham Town PD,2007,3,10,13,0,0,0,3,10,13
Greene,Windham Town PD,2008,3,10,13,0,0,0,3,10,13
Greene,Windham Town PD,2009,2,9,11,0,0,0,2,9,11
Greene,Windham Town PD,2010,2,9,11,0,0,0,2,9,11
Greene,Windham Town PD,2011,2,15,17,0,0,0,2,15,17
Greene,Windham Town PD,2012,3,11,14,0,0,0,3,11,14
Greene,Windham Town PD,2013,1,15,16,0,0,0,1,15,16
Greene,Windham Town PD,2014,1,14,15,0,0,0,1,14,15
Greene,Windham Town PD,2015,1,12,13,0,0,0,1,12,13
Greene,Windham Town PD,2016,2,10,12,0,0,0,2,10,12
Greene,Windham Town PD,2017,1,11,12,0,0,0,1,11,12
Greene,Hunter Town PD,2007,1,10,11,0,0,0,1,10,11
Greene,Hunter Town PD,2008,1,9,10,0,0,0,1,9,10
Greene,Hunter Town PD,2009,1,11,12,0,0,0,1,11,12
Greene,Hunter Town PD,2010,1,11,12,0,0,0,1,11,12
Greene,Hunter Town PD,2011,1,13,14,0,0,0,1,13,14
Greene,Hunter Town PD,2012,2,10,12,0,0,0,2,10,12
Greene,Hunter Town PD,2013,0,0,0,0,0,0,0,0,0
Greene,Hunter Town PD,2014,3,8,11,0,0,0,3,8,11
Greene,Hunter Town PD,2015,3,9,12,0,0,0,3,9,12
Greene,Hunter Town PD,2016,3,8,11,0,0,0,3,8,11
Greene,Hunter Town PD,2017,3,8,11,0,0,0,3,8,11
Greene,Durham Town PD,2007,0,0,0,0,0,0,0,0,0
Greene,Durham Town PD,2008,0,0,0,0,0,0,0,0,0
Greene,Durham Town PD,2009,0,0,0,0,0,0,0,0,0
Greene,Durham Town PD,2010,0,8,8,0,0,0,0,8,8
Greene,Durham Town PD,2011,0,8,8,0,0,0,0,8,8
Greene,Durham Town PD,2012,0,10,10,0,0,0,0,10,10
Greene,Durham Town PD,2013,0,9,9,0,1,1,0,10,10
Greene,Durham Town PD,2014,0,9,9,0,1,1,0,10,10
Greene,Durham Town PD,2015,0,9,9,0,1,1,0,10,10
Greene,Durham Town PD,2016,0,9,9,0,1,1,0,10,10
Greene,Durham Town PD,2017,0,7,7,0,1,1,0,8,8
Greene,Cairo Town PD,2007,2,15,17,0,0,0,2,15,17
Greene,Cairo Town PD,2008,2,12,14,0,0,0,2,12,14
Greene,Cairo Town PD,2009,2,11,13,0,0,0,2,11,13
Greene,Cairo Town PD,2010,2,10,12,0,0,0,2,10,12
Greene,Cairo Town PD,2011,1,15,16,0,0,0,1,15,16
Greene,Cairo Town PD,2012,1,12,13,0,0,0,1,12,13
Greene,Cairo Town PD,2013,1,15,16,0,0,0,1,15,16
Greene,Cairo Town PD,2014,1,16,17,0,0,0,1,16,17
Greene,Cairo Town PD,2015,1,15,16,0,0,0,1,15,16
Greene,Cairo Town PD,2016,1,16,17,0,0,0,1,16,17
Greene,Cairo Town PD,2017,1,15,16,0,0,0,1,15,16
Hamilton,Hamilton County Sheriff,2007,0,0,0,0,0,0,0,0,0
Hamilton,Hamilton County Sheriff,2008,0,0,0,0,0,0,0,0,0
Hamilton,Hamilton County Sheriff,2009,5,0,5,1,0,1,6,0,6
Hamilton,Hamilton County Sheriff,2010,5,0,5,1,0,1,6,0,6
Hamilton,Hamilton County Sheriff,2011,5,0,5,1,0,1,6,0,6
Hamilton,Hamilton County Sheriff,2012,5,2,7,1,0,1,6,2,8
Hamilton,Hamilton County Sheriff,2013,5,7,12,1,0,1,6,7,13
Hamilton,Hamilton County Sheriff,2014,6,2,8,1,0,1,7,2,9
Hamilton,Hamilton County Sheriff,2015,5,2,7,1,0,1,6,2,8
Hamilton,Hamilton County Sheriff,2016,5,2,7,1,0,1,6,2,8
Hamilton,Hamilton County Sheriff,2017,6,2,8,1,0,1,7,2,9
Hamilton,Inlet Town PD,2007,2,1,3,0,1,1,2,2,4
Hamilton,Inlet Town PD,2008,0,0,0,0,0,0,0,0,0
Hamilton,Inlet Town PD,2009,2,2,4,1,0,1,3,2,5
Hamilton,Inlet Town PD,2010,2,5,7,1,0,1,3,5,8
Hamilton,Inlet Town PD,2011,2,5,7,1,0,1,3,5,8
Hamilton,Inlet Town PD,2012,2,5,7,1,0,1,3,5,8
Hamilton,Inlet Town PD,2013,2,4,6,1,0,1,3,4,7
Hamilton,Inlet Town PD,2014,2,4,6,0,0,0,2,4,6
Hamilton,Inlet Town PD,2015,2,2,4,0,1,1,2,3,5
Hamilton,Inlet Town PD,2016,2,3,5,1,0,1,3,3,6
Hamilton,Inlet Town PD,2017,2,3,5,1,0,1,3,3,6
Herkimer,Herkimer County Sheriff,2007,7,4,11,4,1,5,11,5,16
Herkimer,Herkimer County Sheriff,2008,6,5,11,5,0,5,11,5,16
Herkimer,Herkimer County Sheriff,2009,6,5,11,5,0,5,11,5,16
Herkimer,Herkimer County Sheriff,2010,6,5,11,9,0,9,15,5,20
Herkimer,Herkimer County Sheriff,2011,6,4,10,9,0,9,15,4,19
Herkimer,Herkimer County Sheriff,2012,5,5,10,9,0,9,14,5,19
Herkimer,Herkimer County Sheriff,2013,4,6,10,10,0,10,14,6,20
Herkimer,Herkimer County Sheriff,2014,3,7,10,10,0,10,13,7,20
Herkimer,Herkimer County Sheriff,2015,5,7,12,10,0,10,15,7,22
Herkimer,Herkimer County Sheriff,2016,6,7,13,10,5,15,16,12,28
Herkimer,Herkimer County Sheriff,2017,8,5,13,10,5,15,18,10,28
Herkimer,Frankfort Vg PD,2007,1,15,16,0,0,0,1,15,16
Herkimer,Frankfort Vg PD,2008,4,7,11,0,0,0,4,7,11
Herkimer,Frankfort Vg PD,2009,4,5,9,0,0,0,4,5,9
Herkimer,Frankfort Vg PD,2010,4,15,19,0,0,0,4,15,19
Herkimer,Frankfort Vg PD,2011,5,14,19,0,0,0,5,14,19
Herkimer,Frankfort Vg PD,2012,4,10,14,0,0,0,4,10,14
Herkimer,Frankfort Vg PD,2013,3,13,16,0,1,1,3,14,17
Herkimer,Frankfort Vg PD,2014,4,11,15,0,0,0,4,11,15
Herkimer,Frankfort Vg PD,2015,4,14,18,0,0,0,4,14,18
Herkimer,Frankfort Vg PD,2016,4,14,18,0,0,0,4,14,18
Herkimer,Frankfort Vg PD,2017,4,15,19,0,0,0,4,15,19
Herkimer,Ilion Vg PD,2007,18,0,18,2,0,2,20,0,20
Herkimer,Ilion Vg PD,2008,18,0,18,2,0,2,20,0,20
Herkimer,Ilion Vg PD,2009,18,0,18,2,0,2,20,0,20
Herkimer,Ilion Vg PD,2010,18,0,18,2,0,2,20,0,20
Herkimer,Ilion Vg PD,2011,18,0,18,2,0,2,20,0,20
Herkimer,Ilion Vg PD,2012,18,0,18,2,0,2,20,0,20
Herkimer,Ilion Vg PD,2013,17,0,17,2,0,2,19,0,19
Herkimer,Ilion Vg PD,2014,17,0,17,2,0,2,19,0,19
Herkimer,Ilion Vg PD,2015,17,0,17,2,0,2,19,0,19
Herkimer,Ilion Vg PD,2016,18,0,18,2,0,2,20,0,20
Herkimer,Ilion Vg PD,2017,17,0,17,2,0,2,19,0,19
Herkimer,Mohawk Vg PD,2007,4,11,15,0,0,0,4,11,15
Herkimer,Mohawk Vg PD,2008,4,14,18,0,0,0,4,14,18
Herkimer,Mohawk Vg PD,2009,4,13,17,0,0,0,4,13,17
Herkimer,Mohawk Vg PD,2010,4,15,19,0,0,0,4,15,19
Herkimer,Mohawk Vg PD,2011,4,13,17,0,0,0,4,13,17
Herkimer,Mohawk Vg PD,2012,4,13,17,0,0,0,4,13,17
Herkimer,Mohawk Vg PD,2013,4,14,18,0,0,0,4,14,18
Herkimer,Mohawk Vg PD,2014,4,12,16,0,0,0,4,12,16
Herkimer,Mohawk Vg PD,2015,4,14,18,0,0,0,4,14,18
Herkimer,Mohawk Vg PD,2016,4,16,20,0,0,0,4,16,20
Herkimer,Mohawk Vg PD,2017,4,14,18,0,0,0,4,14,18
Herkimer,Herkimer Vg PD,2007,21,6,27,1,0,1,22,6,28
Herkimer,Herkimer Vg PD,2008,21,7,28,1,0,1,22,7,29
Herkimer,Herkimer Vg PD,2009,21,7,28,1,0,1,22,7,29
Herkimer,Herkimer Vg PD,2010,21,7,28,1,0,1,22,7,29
Herkimer,Herkimer Vg PD,2011,21,7,28,0,0,0,21,7,28
Herkimer,Herkimer Vg PD,2012,21,7,28,0,0,0,21,7,28
Herkimer,Herkimer Vg PD,2013,20,6,26,0,0,0,20,6,26
Herkimer,Herkimer Vg PD,2014,19,8,27,0,0,0,19,8,27
Herkimer,Herkimer Vg PD,2015,20,8,28,0,0,0,20,8,28
Herkimer,Herkimer Vg PD,2016,19,4,23,0,3,3,19,7,26
Herkimer,Herkimer Vg PD,2017,20,4,24,0,0,0,20,4,24
Herkimer,Dolgeville Vg PD,2007,3,13,16,0,0,0,3,13,16
Herkimer,Dolgeville Vg PD,2008,0,0,0,0,0,0,0,0,0
Herkimer,Dolgeville Vg PD,2009,0,0,0,0,0,0,0,0,0
Herkimer,Dolgeville Vg PD,2010,2,13,15,0,0,0,2,13,15
Herkimer,Dolgeville Vg PD,2011,2,13,15,0,0,0,2,13,15
Herkimer,Dolgeville Vg PD,2012,2,18,20,0,3,3,2,21,23
Herkimer,Dolgeville Vg PD,2013,2,16,18,0,4,4,2,20,22
Herkimer,Dolgeville Vg PD,2014,2,18,20,0,4,4,2,22,24
Herkimer,Dolgeville Vg PD,2015,2,20,22,0,3,3,2,23,25
Herkimer,Dolgeville Vg PD,2016,2,21,23,0,5,5,2,26,28
Herkimer,Dolgeville Vg PD,2017,2,18,20,0,5,5,2,23,25
Herkimer,Little Falls City PD,2007,12,9,21,1,0,1,13,9,22
Herkimer,Little Falls City PD,2008,11,8,19,1,0,1,12,8,20
Herkimer,Little Falls City PD,2009,11,10,21,1,0,1,12,10,22
Herkimer,Little Falls City PD,2010,10,11,21,1,0,1,11,11,22
Herkimer,Little Falls City PD,2011,11,11,22,1,0,1,12,11,23
Herkimer,Little Falls City PD,2012,12,10,22,1,0,1,13,10,23
Herkimer,Little Falls City PD,2013,9,14,23,1,0,1,10,14,24
Herkimer,Little Falls City PD,2014,10,14,24,1,0,1,11,14,25
Herkimer,Little Falls City PD,2015,9,15,24,1,0,1,10,15,25
Herkimer,Little Falls City PD,2016,10,14,24,1,0,1,11,14,25
Herkimer,Little Falls City PD,2017,11,13,24,1,0,1,12,13,25
Herkimer,Webb Town PD,2007,0,0,0,0,0,0,0,0,0
Herkimer,Webb Town PD,2008,5,2,7,0,0,0,5,2,7
Herkimer,Webb Town PD,2009,5,2,7,0,0,0,5,2,7
Herkimer,Webb Town PD,2010,5,2,7,0,0,0,5,2,7
Herkimer,Webb Town PD,2011,5,4,9,0,0,0,5,4,9
Herkimer,Webb Town PD,2012,5,4,9,0,0,0,5,4,9
Herkimer,Webb Town PD,2013,4,1,5,0,0,0,4,1,5
Herkimer,Webb Town PD,2014,5,1,6,0,0,0,5,1,6
Herkimer,Webb Town PD,2015,5,3,8,0,0,0,5,3,8
Herkimer,Webb Town PD,2016,5,3,8,0,0,0,5,3,8
Herkimer,Webb Town PD,2017,6,4,10,0,0,0,6,4,10
Herkimer,Frankfort Town PD,2007,0,0,0,0,0,0,0,0,0
Herkimer,Frankfort Town PD,2008,0,0,0,0,0,0,0,0,0
Herkimer,Frankfort Town PD,2009,0,0,0,0,0,0,0,0,0
Herkimer,Frankfort Town PD,2010,3,16,19,0,0,0,3,16,19
Herkimer,Frankfort Town PD,2011,3,17,20,0,0,0,3,17,20
Herkimer,Frankfort Town PD,2012,0,0,0,0,0,0,0,0,0
Herkimer,Frankfort Town PD,2013,0,0,0,0,0,0,0,0,0
Herkimer,Frankfort Town PD,2014,3,13,16,0,0,0,3,13,16
Herkimer,Frankfort Town PD,2015,3,13,16,0,0,0,3,13,16
Herkimer,Frankfort Town PD,2016,3,11,14,0,0,0,3,11,14
Herkimer,Frankfort Town PD,2017,1,12,13,0,0,0,1,12,13
Jefferson,Jefferson County Sheriff,2007,45,0,45,9,0,9,54,0,54
Jefferson,Jefferson County Sheriff,2008,45,0,45,9,0,9,54,0,54
Jefferson,Jefferson County Sheriff,2009,45,0,45,9,0,9,54,0,54
Jefferson,Jefferson County Sheriff,2010,44,0,44,9,0,9,53,0,53
Jefferson,Jefferson County Sheriff,2011,44,0,44,9,0,9,53,0,53
Jefferson,Jefferson County Sheriff,2012,44,0,44,9,0,9,53,0,53
Jefferson,Jefferson County Sheriff,2013,41,0,41,9,0,9,50,0,50
Jefferson,Jefferson County Sheriff,2014,42,0,42,17,4,21,59,4,63
Jefferson,Jefferson County Sheriff,2015,42,0,42,16,10,26,58,10,68
Jefferson,Jefferson County Sheriff,2016,40,0,40,17,10,27,57,10,67
Jefferson,Jefferson County Sheriff,2017,41,0,41,18,9,27,59,9,68
Jefferson,Watertown City PD,2007,73,0,73,4,16,20,77,16,93
Jefferson,Watertown City PD,2008,68,0,68,4,0,4,72,0,72
Jefferson,Watertown City PD,2009,65,0,65,4,0,4,69,0,69
Jefferson,Watertown City PD,2010,66,0,66,4,0,4,70,0,70
Jefferson,Watertown City PD,2011,64,0,64,4,0,4,68,0,68
Jefferson,Watertown City PD,2012,66,0,66,4,0,4,70,0,70
Jefferson,Watertown City PD,2013,63,0,63,4,15,19,67,15,82
Jefferson,Watertown City PD,2014,66,0,66,3,15,18,69,15,84
Jefferson,Watertown City PD,2015,65,0,65,3,14,17,68,14,82
Jefferson,Watertown City PD,2016,65,0,65,3,0,3,68,0,68
Jefferson,Watertown City PD,2017,65,0,65,3,0,3,68,0,68
Jefferson,Adams Vg PD,2007,0,7,7,0,0,0,0,7,7
Jefferson,Adams Vg PD,2008,0,7,7,0,0,0,0,7,7
Jefferson,Adams Vg PD,2009,0,6,6,0,1,1,0,7,7
Jefferson,Adams Vg PD,2010,0,5,5,0,1,1,0,6,6
Jefferson,Adams Vg PD,2011,0,5,5,0,1,1,0,6,6
Jefferson,Adams Vg PD,2012,0,5,5,0,1,1,0,6,6
Jefferson,Adams Vg PD,2013,0,6,6,0,1,1,0,7,7
Jefferson,Adams Vg PD,2014,0,5,5,0,1,1,0,6,6
Jefferson,Adams Vg PD,2015,0,6,6,0,0,0,0,6,6
Jefferson,Adams Vg PD,2016,0,6,6,0,0,0,0,6,6
Jefferson,Adams Vg PD,2017,0,6,6,0,1,1,0,7,7
Jefferson,Alexandria Bay Vg PD,2007,1,12,13,0,0,0,1,12,13
Jefferson,Alexandria Bay Vg PD,2008,2,12,14,0,0,0,2,12,14
Jefferson,Alexandria Bay Vg PD,2009,2,8,10,0,0,0,2,8,10
Jefferson,Alexandria Bay Vg PD,2010,2,9,11,0,0,0,2,9,11
Jefferson,Alexandria Bay Vg PD,2011,2,9,11,0,0,0,2,9,11
Jefferson,Alexandria Bay Vg PD,2012,2,11,13,0,0,0,2,11,13
Jefferson,Alexandria Bay Vg PD,2013,2,10,12,0,0,0,2,10,12
Jefferson,Alexandria Bay Vg PD,2014,1,11,12,0,0,0,1,11,12
Jefferson,Alexandria Bay Vg PD,2015,1,12,13,0,0,0,1,12,13
Jefferson,Alexandria Bay Vg PD,2016,1,12,13,0,0,0,1,12,13
Jefferson,Alexandria Bay Vg PD,2017,1,12,13,0,0,0,1,12,13
Jefferson,Dexter Vg PD,2007,0,2,2,0,0,0,0,2,2
Jefferson,Dexter Vg PD,2008,0,2,2,0,0,0,0,2,2
Jefferson,Dexter Vg PD,2009,0,0,0,0,0,0,0,0,0
Jefferson,Dexter Vg PD,2010,0,2,2,0,0,0,0,2,2
Jefferson,Dexter Vg PD,2011,0,0,0,0,0,0,0,0,0
Jefferson,Dexter Vg PD,2012,0,0,0,0,0,0,0,0,0
Jefferson,Dexter Vg PD,2013,0,2,2,0,0,0,0,2,2
Jefferson,Dexter Vg PD,2014,0,3,3,0,0,0,0,3,3
Jefferson,Dexter Vg PD,2015,0,3,3,0,0,0,0,3,3
Jefferson,Dexter Vg PD,2016,0,3,3,0,0,0,0,3,3
Jefferson,Dexter Vg PD,2017,0,0,0,0,0,0,0,0,0
Jefferson,Glen Park Vg PD,2007,0,1,1,0,0,0,0,1,1
Jefferson,Glen Park Vg PD,2008,0,1,1,0,0,0,0,1,1
Jefferson,Glen Park Vg PD,2009,0,1,1,0,0,0,0,1,1
